article_id,author_name
2001.01302,Adria E. Brooks
2001.01302,Bernard C. Lesieutre
2001.01304,Daniele Boffi
2001.01304,Francesca Gardini
2001.01304,Lucia Gastaldi
2001.01306,Mang Tik Chiu
2001.01306,Xingqian Xu
2001.01306,Yunchao Wei
2001.01306,Zilong Huang
2001.01306,"Alexander
  Schwing"
2001.01306,Robert Brunner
2001.01306,Hrant Khachatrian
2001.01306,Hovnatan Karapetyan
2001.01306,Ivan Dozier
2001.01306,Greg Rose
2001.01306,David Wilson
2001.01306,Adrian Tudor
2001.01306,Naira Hovakimyan
2001.01306,Thomas S. Huang
2001.01306,Honghui Shi
2001.01307,Wolfgang Bock
2001.01307,Yashika Jayathunga
2001.01322,Shahar Z. Kovalsky
2001.01322,Noam Aigerman
2001.01322,Ingrid Daubechies
2001.01322,Michael Kazhdan
2001.01322,Jianfeng Lu
2001.01322,Stefan Steinerberger
2001.01323,Jishnu Ray Chowdhury
2001.01323,Cornelia Caragea
2001.01323,Doina Caragea
2001.01324,Rajdeep Mukherjee
2001.01324,Saurabh Joshi
2001.01324,John OLeary
2001.01324,Daniel Kroening
2001.01324,"Tom
  Melham"
2001.01326,Jakub Kowalski
2001.01326,Radoslaw Miernik
2001.01328,Xuechen Li
2001.01328,Ting-Kam Leonard Wong
2001.01328,Ricky T. Q. Chen
2001.01328,David Duvenaud
2001.0133,Mariana-Iuliana Georgescu
2001.0133,Radu Tudor Ionescu
2001.0133,Nicolae Verga
2001.01331,Andrew Lensen
2001.01331,Mengjie Zhang
2001.01331,Bing Xue
2001.01337,Ugo Dal Lago
2001.01337,Francesco Gavazzo
2001.0134,Hailong Liu
2001.0134,Takatsugu Hirayama
2001.0134,Luis Yoichi Morales
2001.0134,Hiroshi Murase
2001.01347,Xing Zhao
2001.01347,Manos Papagelis
2001.01347,Aijun An
2001.01347,Bao Xin Chen
2001.01347,Junfeng Liu
2001.01347,Yonggang Hu
2001.01349,Tong He
2001.01349,Dong Gong
2001.01349,Zhi Tian
2001.01349,Chunhua Shen
2001.01354,Deyu Yin
2001.01354,Qian Zhang
2001.01354,Jingbin Liu
2001.01354,Xinlian Liang
2001.01354,Yunsheng Wang
2001.01354,"Jyri
  Maanp""a""a"
2001.01354,Hao Ma
2001.01354,"Juha Hyypp""a"
2001.01354,
2001.01354,Ruizhi Chen
2001.01358,Hongxin Wei
2001.01358,Wei Feng
2001.01358,Chi Zhang
2001.01358,Yunfei Chen
2001.01358,Yuguang Fang
2001.01358,
2001.01358,"Ning
  Ge"
2001.01372,J. Bryce Kalmbach
2001.01372,Jacob T. VanderPlas
2001.01372,Andrew J. Connolly
2001.01376,Kui Cai
2001.01376,Han Mao Kiah
2001.01376,Tuan Thanh Nguyen
2001.01376,
2001.01376,Eitan Yaakobi
2001.01377,Peide Cai
2001.01377,Xiaodong Mei
2001.01377,Lei Tai
2001.01377,Yuxiang Sun
2001.01377,Ming Liu
2001.01382,Andrei Velichko
2001.01382,Maksim Belyaev
2001.01382,Vadim Putrolaynen
2001.01382,Valentin Perminov
2001.01382,
2001.01382,Alexander Pergament
2001.01383,Xueyan Liu
2001.01383,Bo Yang
2001.01383,Wenzhuo Song
2001.01383,Katarzyna Musial
2001.01383,Wanli Zuo
2001.01383,"Hongxu
  Chen"
2001.01383,Hongzhi Yin
2001.01385,Han-Jia Ye
2001.01385,Hong-You Chen
2001.01385,De-Chuan Zhan
2001.01385,Wei-Lun Chao
2001.01387,Nisha Vinayaga-Sureshkanth
2001.01387,Raveen Wijewickrama
2001.01387,Anindya Maiti
2001.01387,Murtuza Jadliwala
2001.01388,Xu Wang
2001.01388,Randall Berry
2001.01391,Murat Ozer
2001.01391,Nelly Elsayed
2001.01391,Said Varlioglu
2001.01391,Chengcheng Li
2001.01391,Niyazi Ekici
2001.01394,Geraud Nangue Tasse
2001.01394,Steven James
2001.01394,Benjamin Rosman
2001.01395,Chieh-Fang Teng
2001.01395,Ching-Yao Chou
2001.01395,Chun-Hsiang Chen
2001.01395,
2001.01395,An-Yeu Wu
2001.014,Daisuke Inoue
2001.014,Hiroaki Yoshida
2001.01401,Yeongtae Hwang
2001.01401,Hyemin Cho
2001.01401,Hongsun Yang
2001.01401,Dong-Ok Won
2001.01401,Insoo Oh
2001.01401,"and
  Seong-Whan Lee"
2001.01402,Jiaxiao Zheng
2001.01402,Gustavo de Veciana
2001.01402,Albert Banchs
2001.01403,Jie Li
2001.01403,Cong Zhang
2001.01403,Zhi Liu
2001.01403,Wei Sun
2001.01403,Qiyue Li
2001.01404,Prateek Jaiswal
2001.01404,Harsha Honnappa
2001.01404,Vinayak A. Rao
2001.01406,Ravi Shankar
2001.01406,Lokesh Bhardwaj
2001.01406,Ritesh Kumar Mishra
2001.01408,Hanjun Dai
2001.01408,Chengtao Li
2001.01408,Connor W. Coley
2001.01408,Bo Dai
2001.01408,Le Song
2001.01413,Yixin Li
2001.01413,Xianliang Hu
2001.01414,Aditya Chaudhari
2001.01414,Debraj Chakraborty
2001.01416,Thomas Weise
2001.01416,Zhize Wu
2001.01416,Xinlu Li
2001.01416,Yan Chen
2001.01424,Alvi Mahadi
2001.01424,Karan Tongay
2001.01424,Neil A. Ernst
2001.01425,Zhongling Huang
2001.01425,Corneliu Octavian Dumitru
2001.01425,Zongxu Pan
2001.01425,Bin Lei
2001.01425,"Mihai
  Datcu"
2001.01426,Chieh-Fang Teng
2001.01426,Yen-Liang Chen
2001.01431,Yuge Zhang
2001.01431,Zejun Lin
2001.01431,Junyang Jiang
2001.01431,Quanlu Zhang
2001.01431,Yujing Wang
2001.01431,"Hui
  Xue"
2001.01431,Chen Zhang
2001.01431,Yaming Yang
2001.01432,Chang Min Hyun
2001.01432,Seong Hyeon Baek
2001.01432,Mingyu Lee
2001.01432,Sung Min Lee
2001.01432,
2001.01432,"Jin
  Keun Seo"
2001.01433,Muneki Yasuda
2001.01433,Yeo Xian En
2001.01433,Seishirou Ueno
2001.0144,Michael Hecht
2001.0144,Krzysztof Gonciarz
2001.0144,Szabolcs Horvat
2001.01441,Ted Romanus
2001.01441,Sam Frish
2001.01441,Mykola Maksymenko
2001.01441,William Frier
2001.01441,"Lo""ic
  Corenthy"
2001.01441,Orestis Georgiou
2001.01442,Denis Efremov
2001.01442,Ilya Shchepetkov
2001.01445,Alex Girdler
2001.01445,Orestis Georgiou
2001.01447,Shuang Chen
2001.01447,Jinpeng Wang
2001.01447,Feng Jiang
2001.01447,Chin-Yew Lin
2001.01452,Nimrod Fiat
2001.01452,Dana Ron
2001.01456,Faisal Ghaffar
2001.01458,Yingshi Chen
2001.01463,Nicolas Bousquet
2001.01463,Bastien Durain
2001.01469,Shubham Paliwal
2001.01469,Vishwanath D
2001.01469,Rohit Rahul
2001.01469,Monika Sharma
2001.01469,"Lovekesh
  Vig"
2001.01472,A. Skopenkov
2001.01473,Kazuaki Matsumura
2001.01473,Hamid Reza Zohouri
2001.01473,Mohamed Wahib
2001.01473,Toshio Endo
2001.01473,Satoshi Matsuoka
2001.01477,Tamara Slosarek
2001.01477,Attila Wohlbrandt
2001.01477,"Erwin B""ottinger"
2001.01491,Saira Khan
2001.01491,Khalid Iqbal
2001.01491,Safi Faizullah
2001.01491,Muhammad Fahad
2001.01491,Jawad Ali
2001.01491,Waqas Ahmed
2001.01493,Istvan Miklos
2001.01493,Miklos Kresz
2001.01496,Mantas Mikaitis
2001.01501,Mantas Mikaitis
2001.01502,Nicolas Marsic
2001.01502,Herbert De Gersem
2001.01506,Lin Wang
2001.01506,Wonjune Cho
2001.01506,
2001.01506,Kuk-Jin Yoon
2001.01511,Evangelos Pournaras
2001.01516,Florian Frohn
2001.0152,Julien Brajard (1
2001.0152,2)
2001.0152,Alberto Carassi (3
2001.0152,4)
2001.0152,Marc Bocquet (5)
2001.0152,Laurent Bertino (1) ((1) Nansen Center
2001.0152,Bergen
2001.0152,Norway
2001.0152,"(2) Sorbonne
  University"
2001.0152,CNRS-IRD-MNHN
2001.0152,LOCEAN
2001.0152,Paris
2001.0152,France
2001.0152,(3) Dept of Meteorology
2001.0152,University of Reading
2001.0152,(4) Mathematical Institute
2001.0152,University of Utrecht
2001.0152,"(5)
  CEREA"
2001.0152,joint laboratory Ecole des Ponts ParisTech
2001.0152,EDF R&D
2001.0152,"Universite
  Paris-Est"
2001.0152,Champs-sur-Marne
2001.0152,France)
2001.01523,Paul Pu Liang
2001.01523,Terrance Liu
2001.01523,Liu Ziyin
2001.01523,Nicholas B. Allen
2001.01523,"Randy P.
  Auerbach"
2001.01523,David Brent
2001.01523,Ruslan Salakhutdinov
2001.01523,Louis-Philippe Morency
2001.01525,Xueyuan Han
2001.01525,Thomas Pasquier
2001.01525,Adam Bates
2001.01525,James Mickens
2001.01525,Margo Seltzer
2001.01526,Yixiao Ge
2001.01526,Dapeng Chen
2001.01526,Hongsheng Li
2001.01531,Srikrishnan Divakaran
2001.01536,Liuyu Xiang
2001.01536,Guiguang Ding
2001.01536,Jungong Han
2001.01538,Cheng Yu
2001.01538,Ryandhimas E. Zezario
2001.01538,Syu-Siang Wang
2001.01538,Jonathan Sherman
2001.01538,Yi-Yen Hsieh
2001.01538,Xugang Lu
2001.01538,Hsin-Min Wang
2001.01538,
2001.01538,Yu Tsao
2001.01543,J.A. Bergstra
2001.01543,M. Burgess
2001.01544,Kee-Hoon Kim
2001.01547,Wei He
2001.01547,Yong Chen
2001.01547,Naoto Yokoya
2001.01547,Chao Li
2001.01547,Qibin Zhao
2001.0155,Shenda Hong
2001.0155,Yuxi Zhou
2001.0155,Junyuan Shang
2001.0155,Cao Xiao
2001.0155,Jimeng Sun
2001.01553,Abhijeet Bhorkar
2001.01553,Ke Zhang
2001.01553,Jin Wang
2001.01555,Mohan Krishna Nutalapati
2001.01555,Lavish Arora
2001.01555,Anway Bose
2001.01555,Ketan Rajawat
2001.01555,"and
  Rajesh M Hegde"
2001.01556,Ronny Gerhard Guendel
2001.01557,Zhiyun Fan
2001.01557,Jie Li
2001.01557,Shiyu Zhou
2001.01557,Bo Xu
2001.01558,Zohreh Sheikh Khozani
2001.01558,Khabat Khosravi
2001.01558,Mohammadamin Torabi
2001.01558,"Amir
  Mosavi"
2001.01558,Bahram Rezaei
2001.01558,Timon Rabczuk
2001.01559,Mojtaba Farrokh
2001.01559,Mehrdad Shafiei Dizaji
2001.01559,Farzad Shafiei Dizaji
2001.01559,Nazanin Moradinasab
2001.0156,X. Wang
2001.0156,Z. Yang
2001.0156,J. Huang
2001.0156,
2001.0156,R. C. de Lamare
2001.01561,Muhammad Junaid Farooq
2001.01561,Quanyan Zhu
2001.01564,Tao Yu
2001.01564,Junlin Xiong
2001.01565,Benjamin Schiller
2001.01565,Johannes Daxenberger
2001.01565,Iryna Gurevych
2001.01569,Alireza Hajipour
2001.01569,Arash Mirabdolah Lavasani
2001.01569,Mohammad Eftekhari Yazdi
2001.01569,Amir Mosavi
2001.01569,Shahaboddin Shamshirband
2001.01569,Kwok-Wing Chau
2001.01574,Daoud Burghal
2001.01574,Naveed A. Abbasi
2001.01574,
2001.01574,Andreas F. Molisch
2001.01575,Xiaoxuan Zhang
2001.01575,Krishna Garikipati
2001.01577,Francisco M. Garcia
2001.01577,Chris Nota
2001.01577,Philip S. Thomas
2001.01578,Giang Nguyen
2001.01578,Shuan Chen
2001.01578,Thao Do
2001.01578,Tae Joon Jun
2001.01578,Ho-Jin Choi
2001.01578,"Daeyoung
  Kim"
2001.01579,Yahui Li
2001.01579,Yang Li
2001.01582,Razieh Baradaran
2001.01582,Razieh Ghiasi
2001.01582,
2001.01582,Hossein Amirkhani
2001.01583,Sheng-Chun Yang
2001.01583,Yong-Lei Wang
2001.01587,Ling Liang
2001.01587,Xing Hu
2001.01587,Lei Deng
2001.01587,Yujie Wu
2001.01587,Guoqi Li
2001.01587,Yufei Ding
2001.01587,"Peng
  Li"
2001.01587,Yuan Xie
2001.01588,Chantana Chantrapornchai
2001.01588,Aphisit Tunsakul
2001.01589,Yirong Pan
2001.01589,Xiao Li
2001.01589,Yating Yang
2001.01589,Rui Dong
2001.01592,Enmei Tu
2001.01592,Guanghao Zhang
2001.01592,Shangbo Mao
2001.01592,Lily Rachmawati
2001.01592,"Guang-Bin
  Huang"
2001.01593,Muhammad Zakwan
2001.01593,Saeed Ahmed
2001.01593,Naim Bajcinca
2001.01595,Florian Cafiero
2001.01595,Jean-Baptiste Camps
2001.01596,Merten Stender
2001.01596,Merten Tiedemann
2001.01596,David Spieler
2001.01596,Daniel Schoepflin
2001.01596,Norbert Hofffmann
2001.01596,Sebastian Oberst
2001.01597,Jure Movcnik - Berljavac
2001.01597,Pankaj K Mishra
2001.01597,Jure Slak
2001.01597,
2001.01597,"Gregor
  Kosec"
2001.01598,Rebekka Wohlrab
2001.01598,Eric Knauss
2001.01598,Patrizio Pelliccione
2001.01599,Noriaki Hashimoto
2001.01599,Daisuke Fukushima
2001.01599,Ryoichi Koga
2001.01599,Yusuke Takagi
2001.01599,Kaho Ko
2001.01599,Kei Kohno
2001.01599,Masato Nakaguro
2001.01599,Shigeo Nakamura
2001.01599,"Hidekata Hontani and
  Ichiro Takeuchi"
2001.016,Hongguang Zhang
2001.016,Philip H. S. Torr
2001.016,Piotr Koniusz
2001.01603,Jonathan Hasenburg
2001.01603,David Bermbach
2001.01606,Alexander Trautsch
2001.01606,Fabian Trautsch
2001.01606,Steffen Herbold
2001.01606,Benjamin Ledel
2001.01606,Jens Grabowski
2001.01607,Marcin Pilipczuk
2001.01607,Ni Luh Dewi Sintiari
2001.01607,"Stephan Thomasse and
  Nicolas Trotignon"
2001.01613,Nadine Rueegg
2001.01613,Christoph Lassner
2001.01613,Michael J. Black
2001.01613,Konrad Schindler
2001.01618,Sudipta Paul
2001.01618,Subhankar Mishra
2001.01619,Federico Olimpieri
2001.0162,Manuel Del Verme
2001.0162,Bruno Castro da Silva
2001.0162,Gianluca Baldassarre
2001.01622,Tom Kocmi
2001.01624,Oystein Strengehagen Klemetsdal
2001.01624,Olav Moyner
2001.01624,Knut-Andreas Lie
2001.01626,Kevin Delgadillo
2001.01626,Cesar Rodriguez
2001.01626,Wilder Castellanos
2001.01626,"Hector
  Guarnizo"
2001.01629,Sida Peng
2001.01629,Wen Jiang
2001.01629,Huaijin Pi
2001.01629,Xiuli Li
2001.01629,Hujun Bao
2001.01629,Xiaowei Zhou
2001.0163,Oystein S. Klemetsdal
2001.0163,Atgeirr F. Rasmussen
2001.0163,Olav Moyner
2001.0163,Knut-Andreas Lie
2001.01644,Augustin Cosse
2001.01647,Daniel Jiwoong Im
2001.01647,Rutuja Patil
2001.01647,Kristin Branson
2001.01653,Tobias Gysi
2001.01653,Tobias Grosser
2001.01653,Laurin Brandner
2001.01653,
2001.01653,Torsten Hoefler
2001.01655,Darin Peetz
2001.01655,Ahmed Elbanna
2001.01656,Jianwei Yu
2001.01656,Shi-Xiong Zhang
2001.01656,Jian Wu
2001.01656,Shahram Ghorbani
2001.01656,Bo Wu
2001.01656,"Shiyin
  Kang"
2001.01656,Shansong Liu
2001.01656,Xunying Liu
2001.01656,Helen Meng
2001.01656,Dong Yu
2001.01659,Constantin Cuatualin Druagan
2001.01659,Mark Manulis
2001.0166,Nadia S. Taki
2001.0166,Ingeborg G. Gjerde
2001.01661,Konstantinos Semertzidis
2001.01661,Evaggelia Pitoura
2001.01666,Andrew J. Blumberg
2001.01666,Mathieu Carriere
2001.01666,"Michael A. Mandell and
  Raul Rabadan"
2001.01666,Soledad Villar
2001.01667,Eric Graves
2001.01667,Jake Perazzone
2001.01667,Paul Yu
2001.01667,Rick Blum
2001.01668,Jake Perazzone
2001.01668,Eric Graves
2001.01668,Paul Yu
2001.01668,Rick Blum
2001.01669,Mi Khine Oo
2001.01669,May Aye Khine
2001.01673,"Jan R""orden (1)"
2001.01673,Doris Gruber (2)
2001.01673,Martin Krickl (3)
2001.01673,"Bernhard
  Haslhofer (1) ((1) AIT Austrian Insitute of Technology"
2001.01673,"(2) Austrian Academy
  of Sciences"
2001.01673,(3) Austrian National Library)
2001.01678,Yu Feng
2001.01678,Yuhai Tu
2001.0168,Mingyuan Meng
2001.0168,Xingyu Yang
2001.0168,Lei Bi
2001.0168,Jinman Kim
2001.0168,Shanlin Xiao
2001.0168,"and
  Zhiyi Yu"
2001.01681,Michael Y.-S. Fang
2001.01681,Sasikanth Manipatruni
2001.01681,Casimir Wierzynski
2001.01681,"Amir
  Khosrowshahi"
2001.01681,
2001.01681,Michael R. DeWeese
2001.01682,"Christoph St""ockl"
2001.01682,Wolfgang Maass
2001.01683,Sebastian Risi
2001.01683,Kenneth O. Stanley
2001.01684,John C. Raisbeck (1)
2001.01684,Matthew Allen (1)
2001.01684,Ralph Weissleder (1)
2001.01684,Hyungsoon Im (1)
2001.01684,Hakho Lee (1) ((1) Massachusetts General Hospital)
2001.01685,Yaodong He
2001.01685,Shiu Yin Yuen
2001.01686,Omolbanin Yazdanbakhsh
2001.01686,Scott Dick
2001.01687,Rafi Qumsieh
2001.01697,Rupak Sarkar
2001.01697,Hirak Sarkar
2001.01697,Sayantan Mahinder
2001.01697,Ashiqur R. KhudaBukhsh
2001.01699,K. Aadithya
2001.01699,P. Kuberry
2001.01699,B. Paskaleva
2001.01699,P. Bochev
2001.01699,K. Leeson
2001.01699,A. Mar
2001.01699,T. Mei
2001.01699,E. Keiter
2001.01704,Michael Antonie van Wyk (University of the Witwatersrand
2001.01704,Johannesburg
2001.01704,South Africa. City University of Hong Kong
2001.01704,Hong Kong
2001.01704,"SAR of
  the PRC.)"
2001.01707,Haleh Falakshahi
2001.01707,Victor M. Vergara
2001.01707,Jingyu Liu
2001.01707,Daniel H. Mathalon
2001.01707,Judith M. Ford
2001.01707,James Voyvodic
2001.01707,Bryon A. Mueller
2001.01707,Aysenil Belger
2001.01707,"Sarah
  McEwen"
2001.01707,Steven G. Potkin
2001.01707,Adrian Preda
2001.01707,Hooman Rokham
2001.01707,Jing Sui
2001.01707,"Jessica A.
  Turner"
2001.01707,Sergey Plis
2001.01707,
2001.01707,Vince D. Calhoun
2001.01708,Thuan Nguyen
2001.01708,Thinh Nguyen
2001.01714,Siobhan Powell
2001.01714,Alyona Ivanova
2001.01714,David Chassin
2001.01715,Chien-Chung Huang
2001.01715,Mathieu Mari
2001.01715,Claire Mathieu
2001.01715,Kevin Schewior
2001.01715,"Jens
  Vygen"
2001.01717,Faisal Ghaffar
2001.01717,Sarwar Khan
2001.01717,Gaddisa O.
2001.01717,Chen Yu-jhen
2001.0172,Stefan Lattner
2001.01742,Guangmo Tong
2001.01742,Ruiqi Wang
2001.01742,Zheng Dong
2001.01742,Xiang Li
2001.01744,Abhishek Badki
2001.01744,Orazio Gallo
2001.01744,Jan Kautz
2001.01744,
2001.01744,Pradeep Sen
2001.01755,Vikramjit Mitra
2001.01755,Horacio Franco
2001.01756,Kirana Kumara P
2001.01765,Rendani Mbuvha
2001.01765,Illyes Boulkaibet
2001.01765,Tshilidzi Marwala
2001.0177,J.P. Verburg
2001.0177,H.J.C. Kroep
2001.0177,V. Gokhale
2001.0177,R. Venkatesha Prasad
2001.0177,
2001.0177,"V.
  Rao"
2001.01771,Zhongyang Zhao
2001.01771,Caisheng Wang
2001.01771,Masoud H. Nazari
2001.01772,Thomas A. Unger
2001.01772,Elia Bruni
2001.01774,Deepesh Toshniwal
2001.01774,Michael DiPasquale
2001.01781,Sandip Paul
2001.01781,Kumar Sankar Ray
2001.01781,Diganta Saha
2001.01786,Usman Sajid
2001.01786,Guanghui Wang
2001.01788,James H. Elder
2001.01788,Emilio J. Almaz`an
2001.01788,Yiming Qian
2001.01788,Ron Tal
2001.01791,Lev Yohananov
2001.01791,Eitan yaakobi
2001.01793,Youngseog Chung
2001.01793,Ian Char
2001.01793,Willie Neiswanger
2001.01793,Kirthevasan Kandasamy
2001.01793,Andrew Oakleigh Nelson
2001.01793,Mark D Boyer
2001.01793,Egemen Kolemen
2001.01793,Jeff Schneider
2001.01795,Zhong Meng
2001.01795,Yashesh Gaur
2001.01795,Jinyu Li
2001.01795,Yifan Gong
2001.01796,Hadis Anahideh
2001.01796,Abolfazl Asudeh
2001.01796,Saravanan Thirumuruganathan
2001.01798,Zhong Meng
2001.01798,Jinyu Li
2001.01798,Yashesh Gaur
2001.01798,Yifan Gong
2001.01799,Charles E. Thornton
2001.01799,R. Michael Buehrer
2001.01799,Anthony F. Martone
2001.01799,"Kelly D.
  Sherbondy"
2001.01802,Thibaud Ehret
2001.01802,Pablo Arias
2001.01803,Zhuoran Dang
2001.01809,Javier Trejos-Zelaya
2001.01809,Luis Eduardo Amaya-Brice~no
2001.01809,"Alejandra
  Jimenez-Romero"
2001.01809,Alex Murillo-Fernandez
2001.01809,Eduardo Piza-Volio
2001.01809,"Mario
  Villalobos-Arias"
2001.01813,DianChao Lin
2001.01813,Saif Eddin Jabari
2001.01815,Peng Liu
2001.01815,Ruogu Fang
2001.01816,Kasra Mokhtari
2001.01816,Alan R. Wagner
2001.01818,Zheyuan Ryan Shi
2001.01818,Claire Wang
2001.01818,Fei Fang
2001.01819,Austin P. Wright
2001.01819,Omar Shaikh
2001.01819,Haekyu Park
2001.01819,Will Epperson
2001.01819,"Muhammed
  Ahmed"
2001.01819,Stephane Pinel
2001.01819,Diyi Yang
2001.01819,Duen Horng Chau
2001.01824,Bijan Fakhri
2001.01824,Troy McDaniel
2001.01824,Heni Ben Amor
2001.01824,Hemanth Venkateswara
2001.01824,Abhik Chowdhury
2001.01824,
2001.01824,Sethuraman Panchanathan
2001.01825,Zhigang Lu
2001.01825,Hong Shen
2001.01826,Bolei Di
2001.01826,Andrew Lamperski
2001.01828,Xiaofeng Zhu
2001.01828,Diego Klabjan
2001.01829,Xiaofeng Zhu
2001.01829,Feng Liu
2001.01829,Goce Trajcevski
2001.01829,Dingding Wang
2001.0183,Thuan Nguyen
2001.0183,Thinh Nguyen
2001.01835,Patrick Rodler
2001.01836,Thuan Nguyen
2001.01836,Thinh Nguyen
2001.01837,Jawad Ali
2001.01837,Toqeer Ali
2001.01837,Shahrulniza Musa
2001.01837,Ali Zahrani
2001.01838,Abbas Masoumzadeh
2001.01838,Tilemachos Pechlivanoglou
2001.0184,Sheikh Muhammad Hizam
2001.0184,Waqas Ahmed
2001.01841,Jawad Ali
2001.01841,Ahmad Shahrafidz Khalid
2001.01841,Eiad Yafi
2001.01841,Shahrulniza Musa
2001.01841,"Waqas
  Ahmed"
2001.01842,Thuan Nguyen
2001.01842,Thinh Nguyen
2001.01845,Kun Wang
2001.01845,Masahito Hayashi
2001.01847,Thuan Nguyen
2001.01847,Thinh Nguyen
2001.01848,Shangqi Lai
2001.01848,Xingliang Yuan
2001.01848,Shi-Feng Sun
2001.01848,"Joseph K. Liu and
  Ron Steinfeld"
2001.01848,Amin Sakzad
2001.01848,Dongxi Liu
2001.01854,Andrei Velichko
2001.01854,Maksim Belyaev
2001.01854,Vadim Putrolaynen
2001.01854,"Alexander
  Pergament"
2001.01854,
2001.01854,Valentin Perminov
2001.01858,Alex Aizman
2001.01858,Gavin Maltby
2001.01858,Thomas Breuel
2001.01861,Mohammad Hossein Namaki
2001.01861,Avrilia Floratou
2001.01861,Fotis Psallidas
2001.01861,"Subru
  Krishnan"
2001.01861,Ashvin Agrawal
2001.01861,Yinghui Wu
2001.01861,Yiwen Zhu
2001.01861,Markus Weimer
2001.01862,"Egon B""orger (1)"
2001.01862,Klaus-Dieter Schewe (2) ((1) Universit`a di Pisa
2001.01862,Dipartimento di Informatica
2001.01862,Pisa
2001.01862,Italy (2) Zhejiang University
2001.01862,"UIUC
  Institute"
2001.01862,Haining
2001.01862,China)
2001.01863,M. Zakaria Kurdi
2001.01865,Yinqiu Liu
2001.01865,Kai Qian
2001.01865,Jianli Chen
2001.01865,Kun Wang
2001.01865,Lei He
2001.01866,Ofir Nachum
2001.01866,Bo Dai
2001.01868,Roman V. Grigorii
2001.01868,J. Edward Colgate
2001.01869,Chen Song
2001.01869,Jiaru Song
2001.01869,Qixing Huang
2001.0187,Haodi Hou
2001.0187,Jing Huo
2001.0187,Jing Wu
2001.0187,Yu-Kun Lai
2001.0187,
2001.0187,Yang Gao
2001.01871,Andrea Madotto
2001.01871,Zhaojiang Lin
2001.01871,Chien-Sheng Wu
2001.01871,Jamin Shin
2001.01871,"Pascale
  Fung"
2001.01872,Michelle Feng
2001.01872,Mason A. Porter
2001.01873,Klaus-Dieter Schewe (1)
2001.01873,"Flavio Ferrarotti (2) ((1) Zhejiang
  University"
2001.01873,UIUC Institute
2001.01873,Haining
2001.01873,"China (2) Software Competence Center
  Hagenberg"
2001.01873,Hagenberg
2001.01873,Austria)
2001.01878,Tailin Wu
2001.01878,Ian Fischer
2001.0188,Michael V. Klibanov
2001.0188,Jingzhi Li
2001.0188,Wenlong Zhang
2001.01884,Mohammad Salehi
2001.01884,Ekram Hossain
2101.00001,Djallel Bouneffouf
2101.00002,Alberto Racca
2101.00002,Luca Magri
2101.00003,Edward Hermann Haeusler
2101.00004,Julia Siekiera
2101.00004,Stefan Kramer
2101.00007,Maryam Akbari-Moghaddam
2101.00007,Douglas G. Down
2101.00008,Munachiso Nwadike
2101.00008,Takumi Miyawaki
2101.00008,Esha Sarkar
2101.00008,Michail Maniatakos
2101.00008,Farah Shamout
2101.00009,Victor Chernozhukov
2101.00009,Whitney Newey
2101.00009,Rahul Singh
2101.00009,Vasilis Syrgkanis
2101.0001,Koustuv Sinha
2101.0001,Prasanna Parthasarathi
2101.0001,Joelle Pineau
2101.0001,Adina Williams
2101.00012,Nikolaos Kekatos
2101.00025,Simina Branzei
2101.00025,Yuval Peres
2101.00027,Leo Gao
2101.00027,Stella Biderman
2101.00027,Sid Black
2101.00027,Laurence Golding
2101.00027,Travis Hoppe
2101.00027,Charles Foster
2101.00027,Jason Phang
2101.00027,Horace He
2101.00027,Anish Thite
2101.00027,Noa Nabeshima
2101.00027,"Shawn
  Presser"
2101.00027,Connor Leahy
2101.00029,Maciej Skorski
2101.00035,Kailong Liu
2101.00035,Xiaosong Hu
2101.00035,Zhongbao Wei
2101.00035,Yi Li
2101.00035,
2101.00035,Yan Jiang
2101.00036,Yuta Nakamura (1)
2101.00036,Shouhei Hanaoka (1
2101.00036,2)
2101.00036,"Yukihiro Nomura (3 and
  4)"
2101.00036,Naoto Hayashi (3)
2101.00036,Osamu Abe (1
2101.00036,Shuntaro Yada (5)
2101.00036,"Shoko Wakamiya
  (5)"
2101.00036,Eiji Aramaki (5) ((1) The University of Tokyo
2101.00036,"(2) The Department of
  Radiology"
2101.00036,The University of Tokyo Hospital
2101.00036,"(3) The Department of
  Computational Diagnostic Radiology"
2101.00036,Preventive Medicine
2101.00036,"The University of
  Tokyo Hospital"
2101.00036,(4) Chiba University
2101.00036,"(5) Nara Institute of Science and
  Technology)"
2101.00039,Arash Saeidi Rashk Olia
2101.00039,Dunja Peric
2101.00041,Philippe Casgrain
2101.00041,Anastasis Kratsios
2101.00043,Paavo Nevalainen
2101.00043,Parisa Movahedi
2101.00043,Jorge Pe~na Queralta
2101.00043,"Tomi
  Westerlund"
2101.00043,Jukka Heikkonen
2101.00046,Arash Saeidi Rashk Olia
2101.00046,Dunja Peric
2101.00049,Suresh Kondati Natarajan
2101.00049,Miguel A. Caro
2101.00052,Qianqian Tong
2101.00052,Guannan Liang
2101.00052,Tan Zhu
2101.00052,Jinbo Bi
2101.00054,Kai Zhen
2101.00054,Mi Suk Lee
2101.00054,Jongmo Sung
2101.00054,Seungkwon Beack
2101.00054,Minje Kim
2101.00055,Abhijit Das
2101.00055,John Jose
2101.00055,Prabhat Mishra
2101.00056,Rajaswa Patil
2101.00056,Yaman Kumar Singla
2101.00056,Rajiv Ratn Shah
2101.00056,"Mika Hama and
  Roger Zimmermann"
