article_id,authors,author_name
2001.00784,"Dong Liu, Chengjian Sun, Chenyang Yang, Lajos Hanzo","Dong Liu, Chengjian Sun, Chenyang Yang, Lajos Hanzo"
2001.00786,"Alessandro Paolo Capasso, Giulio Bacchiani, Daniele Molinari","Alessandro Paolo Capasso, Giulio Bacchiani, Daniele Molinari"
2001.00787,"Tong Han, David J.Hill","Tong Han, David J.Hill"
2001.00792,"Kathakali Sarkar, Deepro Bonnerjee, and Sangram Bagh","Kathakali Sarkar, Deepro Bonnerjee,"
2001.00792,"Kathakali Sarkar, Deepro Bonnerjee, and Sangram Bagh",Sangram Bagh
2001.00798,Daphna Chacko and Mathew C. Francis,Daphna Chacko
2001.00798,Daphna Chacko and Mathew C. Francis,Mathew C. Francis
2001.00802,"Xinyi Li, Chia-Jung Lee, Milad Shokouhi, Susan Dumais","Xinyi Li, Chia-Jung Lee, Milad Shokouhi, Susan Dumais"
2001.00804,"Simone Agostinelli, Andrea Marrella and Massimo Mecella","Simone Agostinelli, Andrea Marrella"
2001.00804,"Simone Agostinelli, Andrea Marrella and Massimo Mecella",Massimo Mecella
2001.00805,"Brendan ODonoghue, Ian Osband, Catalin Ionescu","Brendan ODonoghue, Ian Osband, Catalin Ionescu"
2001.00806,Mihhail Aizatulin,Mihhail Aizatulin
2001.0081,"Zhengping Liang, Weiqi Liang, Xiuju Xu, Ling Liu and Zexuan Zhu","Zhengping Liang, Weiqi Liang, Xiuju Xu, Ling Liu"
2001.0081,"Zhengping Liang, Weiqi Liang, Xiuju Xu, Ling Liu and Zexuan Zhu",Zexuan Zhu
2001.00811,"Georgia Papacharalampous, Hristos Tyralis","Georgia Papacharalampous, Hristos Tyralis"
2001.00812,Zhengguang Liu and Xiaoli Li,Zhengguang Liu
2001.00812,Zhengguang Liu and Xiaoli Li,Xiaoli Li
2001.00813,Ian Barrodale,Ian Barrodale
2001.00817,"Lindsay Oakley, Stephanie Zaleski, Billie Males, Ollie Cossairt, Marc
  Walton","Lindsay Oakley, Stephanie Zaleski, Billie Males, Ollie Cossairt, Marc
  Walton"
2001.00818,"Shakkeel Ahmed, Ravi S. Mula, Soma S. Dhavala","Shakkeel Ahmed, Ravi S. Mula, Soma S. Dhavala"
2001.00819,"Petr Kuvcera, Petr Savicky","Petr Kucera, Petr Savicky"
2001.0082,Shafqat Ali and Francesco Ballarin and Gianluigi Rozza,Shafqat Ali
2001.0082,Shafqat Ali and Francesco Ballarin and Gianluigi Rozza,Francesco Ballarin
2001.0082,Shafqat Ali and Francesco Ballarin and Gianluigi Rozza,Gianluigi Rozza
2001.00835,Bo Wu and Murat Cubuktepe and Franck Djeumou and Zhe Xu and Ufuk Topcu,Bo Wu
2001.00835,Bo Wu and Murat Cubuktepe and Franck Djeumou and Zhe Xu and Ufuk Topcu,Murat Cubuktepe
2001.00835,Bo Wu and Murat Cubuktepe and Franck Djeumou and Zhe Xu and Ufuk Topcu,Franck Djeumou
2001.00835,Bo Wu and Murat Cubuktepe and Franck Djeumou and Zhe Xu and Ufuk Topcu,Zhe Xu
2001.00835,Bo Wu and Murat Cubuktepe and Franck Djeumou and Zhe Xu and Ufuk Topcu,Ufuk Topcu
2001.00836,Uzi Pereg,Uzi Pereg
2001.0084,"Thomas Drugman, Baris Bozkurt, Thierry Dutoit","Thomas Drugman, Baris Bozkurt, Thierry Dutoit"
2001.00841,"Thomas Drugman, Thierry Dutoit","Thomas Drugman, Thierry Dutoit"
2001.00842,"Thomas Drugman, Geoffrey Wilfart, Thierry Dutoit","Thomas Drugman, Geoffrey Wilfart, Thierry Dutoit"
2001.00843,Satoshi Hayakawa,Satoshi Hayakawa
2001.00846,"Nikola Milojkovic, Diego Antognini, Giancarlo Bergamin, Boi Faltings
  and Claudiu Musat","Nikola Milojkovic, Diego Antognini, Giancarlo Bergamin, Boi Faltings"
2001.00846,"Nikola Milojkovic, Diego Antognini, Giancarlo Bergamin, Boi Faltings
  and Claudiu Musat",Claudiu Musat
2001.00847,"Onur G""unl""u, Rafael F. Schaefer, and H. Vincent Poor","Onur G""unl""u, Rafael F. Schaefer,"
2001.00847,"Onur G""unl""u, Rafael F. Schaefer, and H. Vincent Poor",H. Vincent Poor
2001.00854,"Li Liu, Gang Feng, Denis Beautemps and Xiao-Ping Zhang","Li Liu, Gang Feng, Denis Beautemps"
2001.00854,"Li Liu, Gang Feng, Denis Beautemps and Xiao-Ping Zhang",Xiao-Ping Zhang
2001.00856,"Karthikeyan Nagarajan, Asmit De, Mohammad Nasim Imtiaz Khan, Swaroop
  Ghosh","Karthikeyan Nagarajan, Asmit De, Mohammad Nasim Imtiaz Khan, Swaroop
  Ghosh"
2001.00858,Lucas Assuncc~ao and Geraldo Robson Mateus,Lucas Assuncc ao
2001.00858,Lucas Assuncc~ao and Geraldo Robson Mateus,Geraldo Robson Mateus
2001.00861,"Kishaloy Halder, Heng-Tze Cheng, Ellie Ka In Chio, Georgios Roumpos,
  Tao Wu, Ritesh Agarwal","Kishaloy Halder, Heng-Tze Cheng, Ellie Ka In Chio, Georgios Roumpos,
  Tao Wu, Ritesh Agarwal"
2001.00862,Bob Coecke and Konstantinos Meichanetzidis,Bob Coecke
2001.00862,Bob Coecke and Konstantinos Meichanetzidis,Konstantinos Meichanetzidis
2001.0088,"Paula M. S. Fialho, Bernardo N. B. de Lima, Aldo Procacci","Paula M. S. Fialho, Bernardo N. B. de Lima, Aldo Procacci"
2001.00884,"Garba Aliyu, Kana A. F. D., Abdullahi Mohammed, Idris Abdulmumin,
  Shehu Adamu, Fatsuma Jauro","Garba Aliyu, Kana A. F. D., Abdullahi Mohammed, Idris Abdulmumin,
  Shehu Adamu, Fatsuma Jauro"
2001.00887,"Jed Brown and Yunhui He and Scott MacLachlan and Matt Menickelly and
  Stefan M. Wild",Jed Brown
2001.00887,"Jed Brown and Yunhui He and Scott MacLachlan and Matt Menickelly and
  Stefan M. Wild",Yunhui He
2001.00887,"Jed Brown and Yunhui He and Scott MacLachlan and Matt Menickelly and
  Stefan M. Wild",Scott MacLachlan
2001.00887,"Jed Brown and Yunhui He and Scott MacLachlan and Matt Menickelly and
  Stefan M. Wild","Matt Menickelly and
  Stefan M. Wild"
2001.00888,"Devin Petersohn, Stephen Macke, Doris Xin, William Ma, Doris Lee,
  Xiangxi Mo, Joseph E. Gonzalez, Joseph M. Hellerstein, Anthony D. Joseph,
  Aditya Parameswaran","Devin Petersohn, Stephen Macke, Doris Xin, William Ma, Doris Lee,
  Xiangxi Mo, Joseph E. Gonzalez, Joseph M. Hellerstein, Anthony D. Joseph,
  Aditya Parameswaran"
2001.00891,Goran Glavavs and Swapna Somasundaran,Goran Glavas
2001.00891,Goran Glavavs and Swapna Somasundaran,Swapna Somasundaran
2001.00892,Adrien Coppens and Berat Bicer and Naz Yilmaz and Serhat Aras,Adrien Coppens
2001.00892,Adrien Coppens and Berat Bicer and Naz Yilmaz and Serhat Aras,Berat Bicer
2001.00892,Adrien Coppens and Berat Bicer and Naz Yilmaz and Serhat Aras,Naz Yilmaz
2001.00892,Adrien Coppens and Berat Bicer and Naz Yilmaz and Serhat Aras,Serhat Aras
2001.00893,"Mohammad Hossein Shaker and Eyke H""ullermeier",Mohammad Hossein Shaker
2001.00893,"Mohammad Hossein Shaker and Eyke H""ullermeier","Eyke H""ullermeier"
2001.00894,Mohammad Shadravan,Mohammad Shadravan
2001.00898,Lucien Bobo and Andreas Venzke and Spyros Chatzivasileiadis,Lucien Bobo
2001.00898,Lucien Bobo and Andreas Venzke and Spyros Chatzivasileiadis,Andreas Venzke
2001.00898,Lucien Bobo and Andreas Venzke and Spyros Chatzivasileiadis,Spyros Chatzivasileiadis
2001.00907,"Korosh Mahmoodi, Bruce J. West and Cleotilde Gonzalez","Korosh Mahmoodi, Bruce J. West"
2001.00907,"Korosh Mahmoodi, Bruce J. West and Cleotilde Gonzalez",Cleotilde Gonzalez
2001.00914,"Soheil Rostami, Kari Heiska, Oleksandr Puchko, Kari Leppanen, and
  Mikko Valkama","Soheil Rostami, Kari Heiska, Oleksandr Puchko, Kari Leppanen, and
  Mikko Valkama"
2001.00916,"Zakaria El Mrabet, Mehdi Ezzari, Hassan Elghazi, Badr Abou El Majd","Zakaria El Mrabet, Mehdi Ezzari, Hassan Elghazi, Badr Abou El Majd"
2001.00917,"Zakaria El Mrabet, Hassan El Ghazi, Naima Kaabouch","Zakaria El Mrabet, Hassan El Ghazi, Naima Kaabouch"
2001.00918,Wenhang Bao,Wenhang Bao
2001.00919,Tarun Chitra,Tarun Chitra
2001.0092,"Andres Quiros-Granados, JAvier Trejos-Zelaya","Andres Quiros-Granados, JAvier Trejos-Zelaya"
2001.00921,"Devanshu Agrawal, Theodore Papamarkou, Jacob Hinkle","Devanshu Agrawal, Theodore Papamarkou, Jacob Hinkle"
2001.00926,Ephrem Wu,Ephrem Wu
2001.00927,"Gavin S. Hartnett, Masoud Mohseni","Gavin S. Hartnett, Masoud Mohseni"
2001.00937,"Jiaqi Yan, Xiuxian Li, Yilin Mo, and Changyun Wen","Jiaqi Yan, Xiuxian Li, Yilin Mo,"
2001.00937,"Jiaqi Yan, Xiuxian Li, Yilin Mo, and Changyun Wen",Changyun Wen
2001.00939,"Henning Petzka, Michael Kamp, Linara Adilova, Cristian Sminchisescu,
  Mario Boley","Henning Petzka, Michael Kamp, Linara Adilova, Cristian Sminchisescu,
  Mario Boley"
2001.0094,"Vitalii Aksenov, Alexey Vasyukov, Igor Petrov","Vitalii Aksenov, Alexey Vasyukov, Igor Petrov"
2001.00942,"Radoslaw A. Kycia, Agnieszka Niemczynowcz","Radoslaw A. Kycia, Agnieszka Niemczynowcz"
2001.00943,"Lucas Assuncc~ao, Andrea Cynthia Santos, Thiago F. Noronha and
  Rafael Andrade","Lucas Assuncc ao, Andrea Cynthia Santos, Thiago F. Noronha and
  Rafael Andrade"
2001.00946,"Heng-Li Liu, Quan-Lin Li, Yan-Xia Chang, Chi Zhang","Heng-Li Liu, Quan-Lin Li, Yan-Xia Chang, Chi Zhang"
2001.00962,"Mohammed E. Fouda, Sergey Shaboyan, Ayman Elezabi, and Ahmed Eltawil","Mohammed E. Fouda, Sergey Shaboyan, Ayman Elezabi,"
2001.00962,"Mohammed E. Fouda, Sergey Shaboyan, Ayman Elezabi, and Ahmed Eltawil",Ahmed Eltawil
2001.00964,"Inioluwa Deborah Raji, Timnit Gebru, Margaret Mitchell, Joy
  Buolamwini, Joonseok Lee, Emily Denton","Inioluwa Deborah Raji, Timnit Gebru, Margaret Mitchell, Joy
  Buolamwini, Joonseok Lee, Emily Denton"
2001.00971,Zheng Sun and Chi-Wang Shu,Zheng Sun
2001.00971,Zheng Sun and Chi-Wang Shu,Chi-Wang Shu
2001.00973,"Inioluwa Deborah Raji, Andrew Smart, Rebecca N. White, Margaret
  Mitchell, Timnit Gebru, Ben Hutchinson, Jamila Smith-Loud, Daniel Theron,
  Parker Barnes","Inioluwa Deborah Raji, Andrew Smart, Rebecca N. White, Margaret
  Mitchell, Timnit Gebru, Ben Hutchinson, Jamila Smith-Loud, Daniel Theron,
  Parker Barnes"
2001.00975,"Mahmoud Barhamgi, Charith Perera, Chia-Mu Yu, Djamal Benslimane, David
  Camacho and Christine Bonnet","Mahmoud Barhamgi, Charith Perera, Chia-Mu Yu, Djamal Benslimane, David
  Camacho"
2001.00975,"Mahmoud Barhamgi, Charith Perera, Chia-Mu Yu, Djamal Benslimane, David
  Camacho and Christine Bonnet",Christine Bonnet
2001.00977,"M Majid Butt, Anil Rao, Daejung Yoon","M Majid Butt, Anil Rao, Daejung Yoon"
2001.00979,"Rui Fu, Amirhossein Taghvaei, Yongxin Chen, Tryphon T. Georgiou","Rui Fu, Amirhossein Taghvaei, Yongxin Chen, Tryphon T. Georgiou"
2001.00983,Ben Adcock and Mohsen Seifi,Ben Adcock
2001.00983,Ben Adcock and Mohsen Seifi,Mohsen Seifi
2001.00986,Kevin Karsch,Kevin Karsch
2001.00987,"Kevin Karsch, Ce Liu, Sing Bing Kang","Kevin Karsch, Ce Liu, Sing Bing Kang"
2001.00989,"Kuo Wang, Ajay Kumar","Kuo Wang, Ajay Kumar"
2001.00991,"Erich Mielke, Eric Townsend, David Wingate, and Marc D. Killpack","Erich Mielke, Eric Townsend, David Wingate,"
2001.00991,"Erich Mielke, Eric Townsend, David Wingate, and Marc D. Killpack",Marc D. Killpack
2001.00994,"Guruprasad Nayak, Rahul Ghosh, Xiaowei Jia, Varun Mithal, Vipin Kumar","Guruprasad Nayak, Rahul Ghosh, Xiaowei Jia, Varun Mithal, Vipin Kumar"
2001.01,"Thomas Drugman, Thierry Dutoit","Thomas Drugman, Thierry Dutoit"
2001.01002,"Jordan D. Dworkin, Kristin A. Linn, Erin G. Teich, Perry Zurn, Russell
  T. Shinohara, Danielle S. Bassett","Jordan D. Dworkin, Kristin A. Linn, Erin G. Teich, Perry Zurn, Russell
  T. Shinohara, Danielle S. Bassett"
2001.01004,Ali Ayub and Alan R. Wagner,Ali Ayub
2001.01004,Ali Ayub and Alan R. Wagner,Alan R. Wagner
2001.01005,"Kivanc Kose, Alican Bozkurt, Christi Alessi-Fox, Melissa Gill,
  Caterina Longo, Giovanni Pellacani, Jennifer Dy, Dana H. Brooks, Milind
  Rajadhyaksha","Kivanc Kose, Alican Bozkurt, Christi Alessi-Fox, Melissa Gill,
  Caterina Longo, Giovanni Pellacani, Jennifer Dy, Dana H. Brooks, Milind
  Rajadhyaksha"
2001.01006,"Shixiong Zhang, Xiangtao Li, Qiuzhen Lin, and Ka-Chun Wong","Shixiong Zhang, Xiangtao Li, Qiuzhen Lin,"
2001.01006,"Shixiong Zhang, Xiangtao Li, Qiuzhen Lin, and Ka-Chun Wong",Ka-Chun Wong
2001.01007,"Volodymyr Leno, Marlon Dumas, Marcello La Rosa, Fabrizio Maria Maggi,
  Artem Polyvyanyy","Volodymyr Leno, Marlon Dumas, Marcello La Rosa, Fabrizio Maria Maggi,
  Artem Polyvyanyy"
2001.01008,"Thach V. Bui, Mahdi Cheraghchi, and Isao Echizen","Thach V. Bui, Mahdi Cheraghchi,"
2001.01008,"Thach V. Bui, Mahdi Cheraghchi, and Isao Echizen",Isao Echizen
2001.01011,"Safoura Sadegh Pour Aji Bishe, Dan Rivera, Katherine Strausser,
  Zachary Lerner, and Kiisa Nishikawa","Safoura Sadegh Pour Aji Bishe, Dan Rivera, Katherine Strausser,
  Zachary Lerner,"
2001.01011,"Safoura Sadegh Pour Aji Bishe, Dan Rivera, Katherine Strausser,
  Zachary Lerner, and Kiisa Nishikawa",Kiisa Nishikawa
2001.01015,"Ghazaleh Beigi, Jiliang Tang, Huan Liu","Ghazaleh Beigi, Jiliang Tang, Huan Liu"
2001.01017,Haroon Raja and Waheed U. Bajwa,Haroon Raja
2001.01017,Haroon Raja and Waheed U. Bajwa,Waheed U. Bajwa
2001.01022,"Hyoung Suk Suh, WaiChing Sun, Devin OConnor","Hyoung Suk Suh, WaiChing Sun, Devin OConnor"
2001.01026,"Amy Zhao, Guha Balakrishnan, Kathleen M. Lewis, Fredo Durand, John
  V. Guttag, Adrian V. Dalca","Amy Zhao, Guha Balakrishnan, Kathleen M. Lewis, Fredo Durand, John
  V. Guttag, Adrian V. Dalca"
2001.01027,Konstantinos A. Mountris and Esther Pueyo,Konstantinos A. Mountris
2001.01027,Konstantinos A. Mountris and Esther Pueyo,Esther Pueyo
2001.01028,"Zirui Zhao, Yijun Mao, Yan Ding, Pengju Ren, Nanning Zheng","Zirui Zhao, Yijun Mao, Yan Ding, Pengju Ren, Nanning Zheng"
2001.01029,"Cole Freeman, Hamed Alhoori, Murtuza Shahzad","Cole Freeman, Hamed Alhoori, Murtuza Shahzad"
2001.01033,"Xiaochen Liu, Yurong Jiang, Kyu-Han Kim, Ramesh Govindan","Xiaochen Liu, Yurong Jiang, Kyu-Han Kim, Ramesh Govindan"
2001.01034,Yifei Li and Kuangyan Song and Yiming Sun and Liao Zhu,Yifei Li
2001.01034,Yifei Li and Kuangyan Song and Yiming Sun and Liao Zhu,Kuangyan Song
2001.01034,Yifei Li and Kuangyan Song and Yiming Sun and Liao Zhu,Yiming Sun
2001.01034,Yifei Li and Kuangyan Song and Yiming Sun and Liao Zhu,Liao Zhu
2001.01035,Sang-Sub Kim,Sang-Sub Kim
2001.01037,"Jiamei Sun, Sebastian Lapuschkin, Wojciech Samek, Alexander Binder","Jiamei Sun, Sebastian Lapuschkin, Wojciech Samek, Alexander Binder"
2001.0104,Bharathi Manjula .K and Sourish Das and Jehadeesan .R,Bharathi Manjula .K
2001.0104,Bharathi Manjula .K and Sourish Das and Jehadeesan .R,Sourish Das
2001.0104,Bharathi Manjula .K and Sourish Das and Jehadeesan .R,Jehadeesan .R
2001.01043,"Shibo Wang, Shusen Yang, Cong Zhao","Shibo Wang, Shusen Yang, Cong Zhao"
2001.01046,"Minghao Chen, Shuai Zhao, Haifeng Liu, Deng Cai","Minghao Chen, Shuai Zhao, Haifeng Liu, Deng Cai"
2001.01047,"Muhammad Haroon Shakeel, Asim Karim","Muhammad Haroon Shakeel, Asim Karim"
2001.01049,"Ziling Heng, Cunsheng Ding, Weiqiong Wang","Ziling Heng, Cunsheng Ding, Weiqiong Wang"
2001.0105,"Jing Liu, Bohan Zhuang, Zhuangwei Zhuang, Yong Guo, Junzhou Huang,
  Jinhui Zhu, Mingkui Tan","Jing Liu, Bohan Zhuang, Zhuangwei Zhuang, Yong Guo, Junzhou Huang,
  Jinhui Zhu, Mingkui Tan"
2001.01051,"Yuya Jeremy Ong, Mu Qiao and Divyesh Jadav","Yuya Jeremy Ong, Mu Qiao"
2001.01051,"Yuya Jeremy Ong, Mu Qiao and Divyesh Jadav",Divyesh Jadav
2001.01053,"Xiaotong Chen, James L. Herring, James G. Nagy, Yuanzhe Xi, Bo Yu","Xiaotong Chen, James L. Herring, James G. Nagy, Yuanzhe Xi, Bo Yu"
2001.01055,"Huang Shuo, Zhou Ping, Shi Hao, Sun Yu, Wan Suiren","Huang Shuo, Zhou Ping, Shi Hao, Sun Yu, Wan Suiren"
2001.01056,"Sayan Chakraborty, Smit Shah, Kiumars Soltani, Anna Swigart","Sayan Chakraborty, Smit Shah, Kiumars Soltani, Anna Swigart"
2001.01057,"Qian Li, Nan Guo, Xiaochun Ye, Dongrui Fan, and Zhimin Tang","Qian Li, Nan Guo, Xiaochun Ye, Dongrui Fan,"
2001.01057,"Qian Li, Nan Guo, Xiaochun Ye, Dongrui Fan, and Zhimin Tang",Zhimin Tang
2001.0106,"Mohammadbagher Shahgholian, Davood Gharavian","Mohammadbagher Shahgholian, Davood Gharavian"
2001.01062,Luca Bergamaschi and Jose Marin and Angeles Martinez,Luca Bergamaschi
2001.01062,Luca Bergamaschi and Jose Marin and Angeles Martinez,Jose Marin
2001.01062,Luca Bergamaschi and Jose Marin and Angeles Martinez,Angeles Martinez
2001.01071,"Sheikh Ariful Islam, Love Kumar Sah and Srinivas Katkoori","Sheikh Ariful Islam, Love Kumar Sah"
2001.01071,"Sheikh Ariful Islam, Love Kumar Sah and Srinivas Katkoori",Srinivas Katkoori
2001.01072,Xiao Zhang and Dongrui Wu,Xiao Zhang
2001.01072,Xiao Zhang and Dongrui Wu,Dongrui Wu
2001.01073,Blagoj Nenovski and Igor Nedelkovski,Blagoj Nenovski
2001.01073,Blagoj Nenovski and Igor Nedelkovski,Igor Nedelkovski
2001.01074,"Chaohui Gao, Yu Guo, Dong Jiang, and Lijun Chen","Chaohui Gao, Yu Guo, Dong Jiang,"
2001.01074,"Chaohui Gao, Yu Guo, Dong Jiang, and Lijun Chen",Lijun Chen
2001.01075,Harun Selvitopi,Harun Selvitopi
2001.01077,Yunpu Ma and Volker Tresp,Yunpu Ma
2001.01077,Yunpu Ma and Volker Tresp,Volker Tresp
2001.01078,Mustafa Kemal Tural,Mustafa Kemal Tural
2001.01079,Tomohiro Nishiyama,Tomohiro Nishiyama
2001.01083,Naina Dhingra and Andreas Kunz,Naina Dhingra
2001.01083,Naina Dhingra and Andreas Kunz,Andreas Kunz
2001.01087,"Mohammadbagher Shahgholian, Davood Gharavian","Mohammadbagher Shahgholian, Davood Gharavian"
2001.01088,Sankha S. Basu and Mihir K. Chakraborty,Sankha S. Basu
2001.01088,Sankha S. Basu and Mihir K. Chakraborty,Mihir K. Chakraborty
2001.01089,"Manuel Bichler, Michael Morak, and Stefan Woltran","Manuel Bichler, Michael Morak,"
2001.01089,"Manuel Bichler, Michael Morak, and Stefan Woltran",Stefan Woltran
2001.01091,"Lukas Cavigelli, Luca Benini","Lukas Cavigelli, Luca Benini"
2001.01095,"Cencheng Shen, Yuexiao Dong","Cencheng Shen, Yuexiao Dong"
2001.01096,Weiya Ren,Weiya Ren
2001.011,"Jalil Ahmed, Sulaiman Vesal, Felix Durlak, Rainer Kaergel, Nishant
  Ravikumar, Martine Remy-Jardin, Andreas Maier","Jalil Ahmed, Sulaiman Vesal, Felix Durlak, Rainer Kaergel, Nishant
  Ravikumar, Martine Remy-Jardin, Andreas Maier"
2001.01102,"Carlo DEramo, Davide Tateo, Andrea Bonarini, Marcello Restelli and
  Jan Peters","Carlo DEramo, Davide Tateo, Andrea Bonarini, Marcello Restelli and
  Jan Peters"
2001.01115,"Raj Dabre, Chenhui Chu, Anoop Kunchukuttan","Raj Dabre, Chenhui Chu, Anoop Kunchukuttan"
2001.01117,Hao Yang and Fawaz Almutairi and Hesham A. Rakha,Hao Yang
2001.01117,Hao Yang and Fawaz Almutairi and Hesham A. Rakha,Fawaz Almutairi
2001.01117,Hao Yang and Fawaz Almutairi and Hesham A. Rakha,Hesham A. Rakha
2001.01118,"Youssef Bichiou and Maha Elouni and Hossam M. Abdelghaffar and Hesham
  A. Rakha",Youssef Bichiou
2001.01118,"Youssef Bichiou and Maha Elouni and Hossam M. Abdelghaffar and Hesham
  A. Rakha",Maha Elouni
2001.01118,"Youssef Bichiou and Maha Elouni and Hossam M. Abdelghaffar and Hesham
  A. Rakha",Hossam M. Abdelghaffar
2001.01118,"Youssef Bichiou and Maha Elouni and Hossam M. Abdelghaffar and Hesham
  A. Rakha","Hesham
  A. Rakha"
2001.01119,Mohammad A. Aljamal and Hossam M. Abdelghaffar and Hesham A. Rakha,Mohammad A. Aljamal
2001.01119,Mohammad A. Aljamal and Hossam M. Abdelghaffar and Hesham A. Rakha,Hossam M. Abdelghaffar
2001.01119,Mohammad A. Aljamal and Hossam M. Abdelghaffar and Hesham A. Rakha,Hesham A. Rakha
2001.01121,Takashi Shinozaki,Takashi Shinozaki
2001.01122,Omur Ozel,Omur Ozel
2001.01125,"Martin B""ohm and Bertrand Simon","Martin B""ohm"
2001.01125,"Martin B""ohm and Bertrand Simon",Bertrand Simon
2001.01126,Alexander Ruch,Alexander Ruch
2001.01127,"Nicola Uras and Lodovica Marchesi and Michele Marchesi and Roberto
  Tonelli",Nicola Uras
2001.01127,"Nicola Uras and Lodovica Marchesi and Michele Marchesi and Roberto
  Tonelli",Lodovica Marchesi
2001.01127,"Nicola Uras and Lodovica Marchesi and Michele Marchesi and Roberto
  Tonelli",Michele Marchesi
2001.01127,"Nicola Uras and Lodovica Marchesi and Michele Marchesi and Roberto
  Tonelli","Roberto
  Tonelli"
2001.01128,Ilan Ben-Bassat and Erez Rokah,Ilan Ben-Bassat
2001.01128,Ilan Ben-Bassat and Erez Rokah,Erez Rokah
2001.01129,"Aby Thomas, Adarsh Sunilkumar, Shankar Shylesh, Aby Abahai T.,
  Subhasree Methirumangalath, Dong Chen and Jiju Peethambaran","Aby Thomas, Adarsh Sunilkumar, Shankar Shylesh, Aby Abahai T.,
  Subhasree Methirumangalath, Dong Chen"
2001.01129,"Aby Thomas, Adarsh Sunilkumar, Shankar Shylesh, Aby Abahai T.,
  Subhasree Methirumangalath, Dong Chen and Jiju Peethambaran",Jiju Peethambaran
2001.01133,Mohamed Elsharnouby,Mohamed Elsharnouby
2001.01138,Carter T. Butts,Carter T. Butts
2001.01139,"J. M. Wakeling, S. A. Ross, D. S. Ryan, B. Bolsterlee, R. Konno, S.
  Dominguez, and N. Nigam","J. M. Wakeling, S. A. Ross, D. S. Ryan, B. Bolsterlee, R. Konno, S.
  Dominguez,"
2001.01139,"J. M. Wakeling, S. A. Ross, D. S. Ryan, B. Bolsterlee, R. Konno, S.
  Dominguez, and N. Nigam",N. Nigam
2001.0114,Kareem Nassar,Kareem Nassar
2001.01146,"Moses Charikar, Weiyun Ma, Li-Yang Tan","Moses Charikar, Weiyun Ma, Li-Yang Tan"
2001.01152,"Xu Zhang, Wei Cui, Yulong Liu","Xu Zhang, Wei Cui, Yulong Liu"
2001.01158,"Shuai Ye, Hengbin An, Xinhai Xu","Shuai Ye, Hengbin An, Xinhai Xu"
2001.01159,"Ling-Hua Chang, Po-Ning Chen, Fady Alajaji, Yunghsiang S. Han","Ling-Hua Chang, Po-Ning Chen, Fady Alajaji, Yunghsiang S. Han"
2001.01162,"Xiaohong Liu, Lingshi Kong, Yang Zhou, Jiying Zhao, Jun Chen","Xiaohong Liu, Lingshi Kong, Yang Zhou, Jiying Zhao, Jun Chen"
2001.01167,"Brian Lester, Daniel Pressel, Amy Hemmeter, and Sagnik Ray Choudhury","Brian Lester, Daniel Pressel, Amy Hemmeter,"
2001.01167,"Brian Lester, Daniel Pressel, Amy Hemmeter, and Sagnik Ray Choudhury",Sagnik Ray Choudhury
2001.01168,"Zhiwen Shao, Yong Zhou, Jianfei Cai, Hancheng Zhu, Rui Yao","Zhiwen Shao, Yong Zhou, Jianfei Cai, Hancheng Zhu, Rui Yao"
2001.01172,"Yaoshiang Ho, Samuel Wookey","Yaoshiang Ho, Samuel Wookey"
2001.01173,"Jie Cao, Huaibo Huang, Yi Li, Ran He, Zhenan Sun","Jie Cao, Huaibo Huang, Yi Li, Ran He, Zhenan Sun"
2001.01174,"Xinying Wang, Olamide Timothy Tawose, Feng Yan, Dongfang Zhao","Xinying Wang, Olamide Timothy Tawose, Feng Yan, Dongfang Zhao"
2001.01177,"Golnoosh Farnadi, Lise Getoor, Marie-Francine Moens, Martine De Cock","Golnoosh Farnadi, Lise Getoor, Marie-Francine Moens, Martine De Cock"
2001.01185,"Xucheng Luo, Shengyang Li, Yuxiang Peng","Xucheng Luo, Shengyang Li, Yuxiang Peng"
2001.01187,"Shuping Dang and Shuaishuai Guo and Justin P. Coon and Basem Shihada
  and Mohamed-Slim Alouini",Shuping Dang
2001.01187,"Shuping Dang and Shuaishuai Guo and Justin P. Coon and Basem Shihada
  and Mohamed-Slim Alouini",Shuaishuai Guo
2001.01187,"Shuping Dang and Shuaishuai Guo and Justin P. Coon and Basem Shihada
  and Mohamed-Slim Alouini",Justin P. Coon
2001.01187,"Shuping Dang and Shuaishuai Guo and Justin P. Coon and Basem Shihada
  and Mohamed-Slim Alouini",Basem Shihada
2001.01187,"Shuping Dang and Shuaishuai Guo and Justin P. Coon and Basem Shihada
  and Mohamed-Slim Alouini",Mohamed-Slim Alouini
2001.01188,"Yifu Yang, Gang Wu, Weidang Lu, Yizhong Zhang","Yifu Yang, Gang Wu, Weidang Lu, Yizhong Zhang"
2001.01191,Yifan Zhang and Edgar Solomonik,Yifan Zhang
2001.01191,Yifan Zhang and Edgar Solomonik,Edgar Solomonik
2001.01192,"Martin vStufi, Boris Bavcic, Leonid Stoimenov","Martin Stufi, Boris Bacic, Leonid Stoimenov"
2001.01193,"Ju-Hyung Lee, Ki-Hong Park, Young-Chai Ko, Mohamed-Slim Alouini","Ju-Hyung Lee, Ki-Hong Park, Young-Chai Ko, Mohamed-Slim Alouini"
2001.01194,Xiaohui Chen and Yun Yang,Xiaohui Chen
2001.01194,Xiaohui Chen and Yun Yang,Yun Yang
