article_id,authors,author_name
2101.01571,Burak cCakmak and Manfred Opper,Burak cCakmak
2101.01571,Burak cCakmak and Manfred Opper,Manfred Opper
2101.01572,"Anshuka Rangi, Massimo Franceschetti and Long Tran-Thanh","Anshuka Rangi, Massimo Franceschetti"
2101.01572,"Anshuka Rangi, Massimo Franceschetti and Long Tran-Thanh",Long Tran-Thanh
2101.01576,"Eduardo Laber, Lucas Murtinho","Eduardo Laber, Lucas Murtinho"
2101.01583,"Liuping Wang and Dakuo Wang and Feng Tian and Zhenhui Peng and
  Xiangmin Fan and Zhan Zhang and Shuai Ma and Mo Yu and Xiaojuan Ma and Hongan
  Wang",Liuping Wang
2101.01583,"Liuping Wang and Dakuo Wang and Feng Tian and Zhenhui Peng and
  Xiangmin Fan and Zhan Zhang and Shuai Ma and Mo Yu and Xiaojuan Ma and Hongan
  Wang",Dakuo Wang
2101.01583,"Liuping Wang and Dakuo Wang and Feng Tian and Zhenhui Peng and
  Xiangmin Fan and Zhan Zhang and Shuai Ma and Mo Yu and Xiaojuan Ma and Hongan
  Wang",Feng Tian
2101.01583,"Liuping Wang and Dakuo Wang and Feng Tian and Zhenhui Peng and
  Xiangmin Fan and Zhan Zhang and Shuai Ma and Mo Yu and Xiaojuan Ma and Hongan
  Wang","Zhenhui Peng and
  Xiangmin Fan"
2101.01583,"Liuping Wang and Dakuo Wang and Feng Tian and Zhenhui Peng and
  Xiangmin Fan and Zhan Zhang and Shuai Ma and Mo Yu and Xiaojuan Ma and Hongan
  Wang",Zhan Zhang
2101.01583,"Liuping Wang and Dakuo Wang and Feng Tian and Zhenhui Peng and
  Xiangmin Fan and Zhan Zhang and Shuai Ma and Mo Yu and Xiaojuan Ma and Hongan
  Wang",Shuai Ma
2101.01583,"Liuping Wang and Dakuo Wang and Feng Tian and Zhenhui Peng and
  Xiangmin Fan and Zhan Zhang and Shuai Ma and Mo Yu and Xiaojuan Ma and Hongan
  Wang",Mo Yu
2101.01583,"Liuping Wang and Dakuo Wang and Feng Tian and Zhenhui Peng and
  Xiangmin Fan and Zhan Zhang and Shuai Ma and Mo Yu and Xiaojuan Ma and Hongan
  Wang",Xiaojuan Ma
2101.01583,"Liuping Wang and Dakuo Wang and Feng Tian and Zhenhui Peng and
  Xiangmin Fan and Zhan Zhang and Shuai Ma and Mo Yu and Xiaojuan Ma and Hongan
  Wang","Hongan
  Wang"
2101.01588,"Bomin Mao, Fengxiao Tang, Kawamoto Yuichi, and Nei Kato","Bomin Mao, Fengxiao Tang, Kawamoto Yuichi,"
2101.01588,"Bomin Mao, Fengxiao Tang, Kawamoto Yuichi, and Nei Kato",Nei Kato
2101.01595,"Eric Duch^ene, Marc Heinrich, Richard J. Nowakowski, Aline Parreau","Eric Duch^ene, Marc Heinrich, Richard J. Nowakowski, Aline Parreau"
2101.01597,N. Anantrasirichai and David Bull,N. Anantrasirichai
2101.01597,N. Anantrasirichai and David Bull,David Bull
2101.016,"Didac Suris, Ruoshi Liu, Carl Vondrick","Didac Suris, Ruoshi Liu, Carl Vondrick"
2101.01601,"Bin Xu, Yuhua Xu, Xiaoli Yang, Wei Jia, Yulan Guo","Bin Xu, Yuhua Xu, Xiaoli Yang, Wei Jia, Yulan Guo"
2101.01602,"Wentao Yuan, Zhaoyang Lv, Tanner Schmidt, Steven Lovegrove","Wentao Yuan, Zhaoyang Lv, Tanner Schmidt, Steven Lovegrove"
2101.01611,"Mengmi Zhang, Marcelo Armendariz, Will Xiao, Olivia Rose, Katarina
  Bendtz, Margaret Livingstone, Carlos Ponce, Gabriel Kreiman","Mengmi Zhang, Marcelo Armendariz, Will Xiao, Olivia Rose, Katarina
  Bendtz, Margaret Livingstone, Carlos Ponce, Gabriel Kreiman"
2101.01612,John Zweck and Yanping Chen and Matthew J. Goeckner and Yannan Shen,John Zweck
2101.01612,John Zweck and Yanping Chen and Matthew J. Goeckner and Yannan Shen,Yanping Chen
2101.01612,John Zweck and Yanping Chen and Matthew J. Goeckner and Yannan Shen,Matthew J. Goeckner
2101.01612,John Zweck and Yanping Chen and Matthew J. Goeckner and Yannan Shen,Yannan Shen
2101.01618,"Robin Winter, Frank Noe, Djork-Arne Clevert","Robin Winter, Frank Noe, Djork-Arne Clevert"
2101.01619,"Yuxin Hou, Arno Solin, Juho Kannala","Yuxin Hou, Arno Solin, Juho Kannala"
2101.01625,"Devleena Das, Siddhartha Banerjee, Sonia Chernova","Devleena Das, Siddhartha Banerjee, Sonia Chernova"
2101.01628,"David Noever, Josh Kalin, Matt Ciolino, Dom Hambrick, and Gerry Dozier","David Noever, Josh Kalin, Matt Ciolino, Dom Hambrick,"
2101.01628,"David Noever, Josh Kalin, Matt Ciolino, Dom Hambrick, and Gerry Dozier",Gerry Dozier
2101.01631,"Pierre Perrault, Jennifer Healey, Zheng Wen, Michal Valko","Pierre Perrault, Jennifer Healey, Zheng Wen, Michal Valko"
2101.01633,Sonam Lama and John Zweck and Matthew Goeckner,Sonam Lama
2101.01633,Sonam Lama and John Zweck and Matthew Goeckner,John Zweck
2101.01633,Sonam Lama and John Zweck and Matthew Goeckner,Matthew Goeckner
2101.01634,"Lorenzo De Mattei, Michele Cafagna, Huiyuan Lai, Felice DellOrletta,
  Malvina Nissim, Albert Gatt","Lorenzo De Mattei, Michele Cafagna, Huiyuan Lai, Felice DellOrletta,
  Malvina Nissim, Albert Gatt"
2101.01637,"Chao Zhang, Joaquin Vanschoren, Arlette van Wissen, Daniel Lakens,
  Boris de Ruyter, and Wijnand A. IJsselsteijn","Chao Zhang, Joaquin Vanschoren, Arlette van Wissen, Daniel Lakens,
  Boris de Ruyter,"
2101.01637,"Chao Zhang, Joaquin Vanschoren, Arlette van Wissen, Daniel Lakens,
  Boris de Ruyter, and Wijnand A. IJsselsteijn",Wijnand A. IJsselsteijn
2101.01639,"Mohammad A. Nazari, Gonzalo Seco-Granados, Pontus Johannisson, Henk
  Wymeersch","Mohammad A. Nazari, Gonzalo Seco-Granados, Pontus Johannisson, Henk
  Wymeersch"
2101.01648,Hashim A. Hashim and Abdelrahman E. E. Eltoukhy,Hashim A. Hashim
2101.01648,Hashim A. Hashim and Abdelrahman E. E. Eltoukhy,Abdelrahman E. E. Eltoukhy
2101.01652,"Grzegorz Pochwatko, Barbara Karpowicz, Anna Chrzanowska, Wieslaw
  Kopec","Grzegorz Pochwatko, Barbara Karpowicz, Anna Chrzanowska, Wieslaw
  Kopec"
2101.01655,"Guanpeng Xu, Steven G. Johnson","Guanpeng Xu, Steven G. Johnson"
2101.01659,"Stefan Stevsic, Otmar Hilliges","Stefan Stevsic, Otmar Hilliges"
2101.01665,"Reem Abdel-Salam, Rana Mostafa and Mayada Hadhood","Reem Abdel-Salam, Rana Mostafa"
2101.01665,"Reem Abdel-Salam, Rana Mostafa and Mayada Hadhood",Mayada Hadhood
2101.01666,"Muhammad Uzair Zahid, Serkan Kiranyaz, Turker Ince, Ozer Can
  Devecioglu, Muhammad E. H. Chowdhury, Amith Khandakar, Anas Tahir and Moncef
  Gabbouj","Muhammad Uzair Zahid, Serkan Kiranyaz, Turker Ince, Ozer Can
  Devecioglu, Muhammad E. H. Chowdhury, Amith Khandakar, Anas Tahir"
2101.01666,"Muhammad Uzair Zahid, Serkan Kiranyaz, Turker Ince, Ozer Can
  Devecioglu, Muhammad E. H. Chowdhury, Amith Khandakar, Anas Tahir and Moncef
  Gabbouj","Moncef
  Gabbouj"
2101.01667,Le Dinh Van Khoa and Zhiyuan Chen,Le Dinh Van Khoa
2101.01667,Le Dinh Van Khoa and Zhiyuan Chen,Zhiyuan Chen
2101.01668,"Guanxiong Shen, Junqing Zhang, Alan Marshall, Linning Peng, and
  Xianbin Wang","Guanxiong Shen, Junqing Zhang, Alan Marshall, Linning Peng, and
  Xianbin Wang"
2101.01669,"Di Jin, Zhizhi Yu, Pengfei Jiao, Shirui Pan, Dongxiao He, Jia Wu,
  Philip S. Yu, Weixiong Zhang","Di Jin, Zhizhi Yu, Pengfei Jiao, Shirui Pan, Dongxiao He, Jia Wu,
  Philip S. Yu, Weixiong Zhang"
2101.01671,Daniel Lopresti and Shashi Shekhar,Daniel Lopresti
2101.01671,Daniel Lopresti and Shashi Shekhar,Shashi Shekhar
2101.01673,"Avijit Ghosh, Lea Genuit, Mary Reagan","Avijit Ghosh, Lea Genuit, Mary Reagan"
2101.01676,"Marlo Souza, Alvaro Moreira, Renata Vieira","Marlo Souza, Alvaro Moreira, Renata Vieira"
2101.01677,"Rares Ambrus, Vitor Guizilini, Naveen Kuppuswamy, Andrew Beaulieu,
  Adrien Gaidon, Alex Alspach","Rares Ambrus, Vitor Guizilini, Naveen Kuppuswamy, Andrew Beaulieu,
  Adrien Gaidon, Alex Alspach"
2101.01679,"Hiroyasu Inoue, Yohsuke Murase, Yasuyuki Todo","Hiroyasu Inoue, Yohsuke Murase, Yasuyuki Todo"
2101.01686,"Binyuan Hui, Ruiying Geng, Qiyu Ren, Binhua Li, Yongbin Li, Jian Sun,
  Fei Huang, Luo Si, Pengfei Zhu, Xiaodan Zhu","Binyuan Hui, Ruiying Geng, Qiyu Ren, Binhua Li, Yongbin Li, Jian Sun,
  Fei Huang, Luo Si, Pengfei Zhu, Xiaodan Zhu"
2101.01688,"Shu-Feng Tsao, Helen Chen, Therese Tisseverasinghe, Yang Yang,
  Lianghua Li and Zahid A. Butt","Shu-Feng Tsao, Helen Chen, Therese Tisseverasinghe, Yang Yang,
  Lianghua Li"
2101.01688,"Shu-Feng Tsao, Helen Chen, Therese Tisseverasinghe, Yang Yang,
  Lianghua Li and Zahid A. Butt",Zahid A. Butt
2101.01689,"Hongda Shen, Eren Kursun","Hongda Shen, Eren Kursun"
2101.01693,"Manuel Morales, Rachel Barbar, Darshan Gandhi, Sanskruti Landage,
  Joseph Bae, Arpita Vats, Jil Kothari, Sheshank Shankar, Rohan Sukumaran, Himi
  Mathur, Krutika Misra, Aishwarya Saxena, Parth Patwa, Sethuraman T. V.,
  Maurizio Arseni, Shailesh Advani, Kasia Jakimowicz, Sunaina Anand, Priyanshi
  Katiyar, Ashley Mehra, Rohan Iyer, Srinidhi Murali, Aryan Mahindra, Mikhail
  Dmitrienko, Saurish Srivastava, Ananya Gangavarapu, Steve Penrod, Vivek
  Sharma, Abhishek Singh and Ramesh Raskar","Manuel Morales, Rachel Barbar, Darshan Gandhi, Sanskruti Landage,
  Joseph Bae, Arpita Vats, Jil Kothari, Sheshank Shankar, Rohan Sukumaran, Himi
  Mathur, Krutika Misra, Aishwarya Saxena, Parth Patwa, Sethuraman T. V.,
  Maurizio Arseni, Shailesh Advani, Kasia Jakimowicz, Sunaina Anand, Priyanshi
  Katiyar, Ashley Mehra, Rohan Iyer, Srinidhi Murali, Aryan Mahindra, Mikhail
  Dmitrienko, Saurish Srivastava, Ananya Gangavarapu, Steve Penrod, Vivek
  Sharma, Abhishek Singh"
2101.01693,"Manuel Morales, Rachel Barbar, Darshan Gandhi, Sanskruti Landage,
  Joseph Bae, Arpita Vats, Jil Kothari, Sheshank Shankar, Rohan Sukumaran, Himi
  Mathur, Krutika Misra, Aishwarya Saxena, Parth Patwa, Sethuraman T. V.,
  Maurizio Arseni, Shailesh Advani, Kasia Jakimowicz, Sunaina Anand, Priyanshi
  Katiyar, Ashley Mehra, Rohan Iyer, Srinidhi Murali, Aryan Mahindra, Mikhail
  Dmitrienko, Saurish Srivastava, Ananya Gangavarapu, Steve Penrod, Vivek
  Sharma, Abhishek Singh and Ramesh Raskar",Ramesh Raskar
2101.01697,"Devendra Swami, Yash Phogat, Aadiraj Batlaw, Ashwin Goyal","Devendra Swami, Yash Phogat, Aadiraj Batlaw, Ashwin Goyal"
2101.01703,"Subhabrata Majumdar, Cheryl Flynn, Ritwik Mitra","Subhabrata Majumdar, Cheryl Flynn, Ritwik Mitra"
2101.01708,"Jianfeng Lu, Yulong Lu, Min Wang","Jianfeng Lu, Yulong Lu, Min Wang"
2101.0171,Prune Truong and Martin Danelljan and Luc Van Gool and Radu Timofte,Prune Truong
2101.0171,Prune Truong and Martin Danelljan and Luc Van Gool and Radu Timofte,Martin Danelljan
2101.0171,Prune Truong and Martin Danelljan and Luc Van Gool and Radu Timofte,Luc Van Gool
2101.0171,Prune Truong and Martin Danelljan and Luc Van Gool and Radu Timofte,Radu Timofte
2101.01713,"Naoto Inoue, Toshihiko Yamasaki","Naoto Inoue, Toshihiko Yamasaki"
2101.01715,"Matthieu Paul, Martin Danelljan, Luc Van Gool, Radu Timofte","Matthieu Paul, Martin Danelljan, Luc Van Gool, Radu Timofte"
2101.01718,"Solomiia Fedushko, Yuriy Syerov, Oleksandr Skybinskyi, Nataliya
  Shakhovska, Zoryana Kunch","Solomiia Fedushko, Yuriy Syerov, Oleksandr Skybinskyi, Nataliya
  Shakhovska, Zoryana Kunch"
2101.01719,Jim Apple,Jim Apple
2101.01739,"Varun Gupta, Christopher Jung, Georgy Noarov, Mallesh M. Pai, Aaron
  Roth","Varun Gupta, Christopher Jung, Georgy Noarov, Mallesh M. Pai, Aaron
  Roth"
2101.01745,"Tom Hogervorst, Tong Dong Qiu, Giacomo Marchiori, Alf Birger, Markus
  Blatt, Razvan Nane","Tom Hogervorst, Tong Dong Qiu, Giacomo Marchiori, Alf Birger, Markus
  Blatt, Razvan Nane"
2101.01751,"Febin P Sunny, Ebadollah Taheri, Mahdi Nikdast, Sudeep Pasricha","Febin P Sunny, Ebadollah Taheri, Mahdi Nikdast, Sudeep Pasricha"
2101.01761,"Hieu Pham, Quoc V. Le","Hieu Pham, Quoc V. Le"
2101.01763,"Zan Xu, Leopold Cambier, Juan J. Alonso, Eric Darve","Zan Xu, Leopold Cambier, Juan J. Alonso, Eric Darve"
2101.01765,Cemre Zor and Terry Windeatt,Cemre Zor
2101.01765,Cemre Zor and Terry Windeatt,Terry Windeatt
2101.01768,"Zhibo Meng, Hongwei Zhang, James Gross","Zhibo Meng, Hongwei Zhang, James Gross"
2101.01769,Mani Razi and Robert M. Kirby and Akil Narayan,Mani Razi
2101.01769,Mani Razi and Robert M. Kirby and Akil Narayan,Robert M. Kirby
2101.01769,Mani Razi and Robert M. Kirby and Akil Narayan,Akil Narayan
2101.01771,"Efstratios Geronikolakis, George Papagiannakis","Efstratios Geronikolakis, George Papagiannakis"
2101.01772,"Andreas Brandst""adt and Raffaele Mosca","Andreas Brandst""adt"
2101.01772,"Andreas Brandst""adt and Raffaele Mosca",Raffaele Mosca
2101.01774,"Kaushik Balakrishnan, Punarjay Chakravarty, Shubham Shrivastava","Kaushik Balakrishnan, Punarjay Chakravarty, Shubham Shrivastava"
2101.01775,"Yu Chen, Ananya Subburathinam, Ching-Hua Chen and Mohammed J. Zaki","Yu Chen, Ananya Subburathinam, Ching-Hua Chen"
2101.01775,"Yu Chen, Ananya Subburathinam, Ching-Hua Chen and Mohammed J. Zaki",Mohammed J. Zaki
2101.01776,"Ben S. Southworth, Oliver Krzysik, Will Pazner","Ben S. Southworth, Oliver Krzysik, Will Pazner"
2101.01781,"Kuo Yang, Emad A. Mohammed","Kuo Yang, Emad A. Mohammed"
2101.01785,"Muhammad Abdul-Mageed, AbdelRahim Elmadany, El Moatez Billah Nagoudi","Muhammad Abdul-Mageed, AbdelRahim Elmadany, El Moatez Billah Nagoudi"
2101.01787,"Nishanth Nakshatri and Arjun Menon and C. Lee Giles and Sarah
  Rajtmajer and Christopher Griffin",Nishanth Nakshatri
2101.01787,"Nishanth Nakshatri and Arjun Menon and C. Lee Giles and Sarah
  Rajtmajer and Christopher Griffin",Arjun Menon
2101.01787,"Nishanth Nakshatri and Arjun Menon and C. Lee Giles and Sarah
  Rajtmajer and Christopher Griffin",C. Lee Giles
2101.01787,"Nishanth Nakshatri and Arjun Menon and C. Lee Giles and Sarah
  Rajtmajer and Christopher Griffin","Sarah
  Rajtmajer"
2101.01787,"Nishanth Nakshatri and Arjun Menon and C. Lee Giles and Sarah
  Rajtmajer and Christopher Griffin",Christopher Griffin
2101.01792,"Kilian Fatras, Younes Zine, Szymon Majewski, Remi Flamary, Remi
  Gribonval, Nicolas Courty","Kilian Fatras, Younes Zine, Szymon Majewski, Remi Flamary, Remi
  Gribonval, Nicolas Courty"
2101.01793,"Pamela Bilo Thomas, Daniel Riehm, Maria Glenski, Tim Weninger","Pamela Bilo Thomas, Daniel Riehm, Maria Glenski, Tim Weninger"
2101.01801,Sehun Chun and Taejin Oh,Sehun Chun
2101.01801,Sehun Chun and Taejin Oh,Taejin Oh
2101.01802,"Nils Lange, Geralf H""utter, Bj""orn Kiefer","Nils Lange, Geralf H""utter, Bj""orn Kiefer"
2201.00001,"Danielle C Maddix, Nadim Saad, Yuyang Wang","Danielle C Maddix, Nadim Saad, Yuyang Wang"
2201.00002,"Sathyanarayanan Chandramouli, Aseel Farhat, Ziad Musslimani","Sathyanarayanan Chandramouli, Aseel Farhat, Ziad Musslimani"
2201.00003,"Mohamed Nasser, El Mostafa Kalmoun, Vladimir Mityushev, and Natalia
  Rylko","Mohamed Nasser, El Mostafa Kalmoun, Vladimir Mityushev,"
2201.00003,"Mohamed Nasser, El Mostafa Kalmoun, Vladimir Mityushev, and Natalia
  Rylko","Natalia
  Rylko"
2201.00005,Ola Alkhatib and Ayman Alahmar,Ola Alkhatib
2201.00005,Ola Alkhatib and Ayman Alahmar,Ayman Alahmar
2201.00006,"Liang Zhang, Shubin Xie, Jianming Deng","Liang Zhang, Shubin Xie, Jianming Deng"
2201.00007,"Hailin Zhang, Defang Chen, Can Wang","Hailin Zhang, Defang Chen, Can Wang"
2201.00008,"Guanyao Li, Shuhan Zhong, S.-H. Gary Chan, Ruiyuan Li, Chih-Chieh
  Hung, Wen-Chih Peng","Guanyao Li, Shuhan Zhong, S.-H. Gary Chan, Ruiyuan Li, Chih-Chieh
  Hung, Wen-Chih Peng"
2201.00009,"Erico Tjoa, Hong Jing Khok, Tushar Chouhan, Guan Cuntai","Erico Tjoa, Hong Jing Khok, Tushar Chouhan, Guan Cuntai"
2201.00011,"Huanlai Xing, Zhiwen Xiao, Rong Qu, Zonghai Zhu, and Bowen Zhao","Huanlai Xing, Zhiwen Xiao, Rong Qu, Zonghai Zhu,"
2201.00011,"Huanlai Xing, Zhiwen Xiao, Rong Qu, Zonghai Zhu, and Bowen Zhao",Bowen Zhao
2201.00012,"Markus Peschl, Arkady Zgonnikov, Frans A. Oliehoek, Luciano C. Siebert","Markus Peschl, Arkady Zgonnikov, Frans A. Oliehoek, Luciano C. Siebert"
2201.00014,"Dongbo Xi, Fuzhen Zhuang, Yanchi Liu, Hengshu Zhu, Pengpeng Zhao,
  Chang Tan, Qing He","Dongbo Xi, Fuzhen Zhuang, Yanchi Liu, Hengshu Zhu, Pengpeng Zhao,
  Chang Tan, Qing He"
2201.00015,"Yuhang Jia, Ying Cui, and Wuyang Jiang","Yuhang Jia, Ying Cui,"
2201.00015,"Yuhang Jia, Ying Cui, and Wuyang Jiang",Wuyang Jiang
2201.00016,"Hongcheng Guo, Xingyu Lin, Jian Yang, Yi Zhuang, Jiaqi Bai, Tieqiao
  Zheng, Bo Zhang, Zhoujun Li","Hongcheng Guo, Xingyu Lin, Jian Yang, Yi Zhuang, Jiaqi Bai, Tieqiao
  Zheng, Bo Zhang, Zhoujun Li"
2201.00017,"Tobias Hofmann, Andy Oertel","Tobias Hofmann, Andy Oertel"
2201.00031,Paul Syverson,Paul Syverson
2201.00039,"Angeliki Kamoutsi, Goran Banjac, and John Lygeros","Angeliki Kamoutsi, Goran Banjac,"
2201.00039,"Angeliki Kamoutsi, Goran Banjac, and John Lygeros",John Lygeros
2201.00042,"Abhiram Iyer, Karan Grewal, Akash Velu, Lucas Oliveira Souza, Jeremy
  Forest, and Subutai Ahmad","Abhiram Iyer, Karan Grewal, Akash Velu, Lucas Oliveira Souza, Jeremy
  Forest,"
2201.00042,"Abhiram Iyer, Karan Grewal, Akash Velu, Lucas Oliveira Souza, Jeremy
  Forest, and Subutai Ahmad",Subutai Ahmad
2201.00043,Zejiang Hou and Sun-Yuan Kung,Zejiang Hou
2201.00043,Zejiang Hou and Sun-Yuan Kung,Sun-Yuan Kung
2201.00044,"Chenghao Yang, Hongyuan Mei, Jason Eisner","Chenghao Yang, Hongyuan Mei, Jason Eisner"
2201.00052,"Toby Godwin and Georgios Rizos and Alice Baird and Najla D. Al Futaisi
  and Vincent Brisse and Bjoern W. Schuller",Toby Godwin
2201.00052,"Toby Godwin and Georgios Rizos and Alice Baird and Najla D. Al Futaisi
  and Vincent Brisse and Bjoern W. Schuller",Georgios Rizos
2201.00052,"Toby Godwin and Georgios Rizos and Alice Baird and Najla D. Al Futaisi
  and Vincent Brisse and Bjoern W. Schuller",Alice Baird
2201.00052,"Toby Godwin and Georgios Rizos and Alice Baird and Najla D. Al Futaisi
  and Vincent Brisse and Bjoern W. Schuller",Najla D. Al Futaisi
2201.00052,"Toby Godwin and Georgios Rizos and Alice Baird and Najla D. Al Futaisi
  and Vincent Brisse and Bjoern W. Schuller",Vincent Brisse
2201.00052,"Toby Godwin and Georgios Rizos and Alice Baird and Najla D. Al Futaisi
  and Vincent Brisse and Bjoern W. Schuller",Bjoern W. Schuller
2201.00057,"Yangjun Ruan, Yann Dubois, Chris J. Maddison","Yangjun Ruan, Yann Dubois, Chris J. Maddison"
2201.00058,"Serguei Barannikov, Ilya Trofimov, Nikita Balabin, Evgeny Burnaev","Serguei Barannikov, Ilya Trofimov, Nikita Balabin, Evgeny Burnaev"
2201.00059,"Xinke Deng, Junyi Geng, Timothy Bretl, Yu Xiang and Dieter Fox","Xinke Deng, Junyi Geng, Timothy Bretl, Yu Xiang"
2201.00059,"Xinke Deng, Junyi Geng, Timothy Bretl, Yu Xiang and Dieter Fox",Dieter Fox
2201.0006,"Bogdan Alexandru Stoica, Swarup K. Sahoo, James R. Larus, Vikram S.
  Adve","Bogdan Alexandru Stoica, Swarup K. Sahoo, James R. Larus, Vikram S.
  Adve"
2201.00063,"Samaa Gazzaz, Vishal Chakraborty, Faisal Nawab","Samaa Gazzaz, Vishal Chakraborty, Faisal Nawab"
2201.00065,"Xiuzhen Ye, I~naki Esnaola, Samir M. Perlaza, and Robert F. Harrison","Xiuzhen Ye, I naki Esnaola, Samir M. Perlaza,"
2201.00065,"Xiuzhen Ye, I~naki Esnaola, Samir M. Perlaza, and Robert F. Harrison",Robert F. Harrison
2201.00072,"Nimit S. Sohoni, Maziar Sanjabi, Nicolas Ballas, Aditya Grover,
  Shaoliang Nie, Hamed Firooz, Christopher Re","Nimit S. Sohoni, Maziar Sanjabi, Nicolas Ballas, Aditya Grover,
  Shaoliang Nie, Hamed Firooz, Christopher Re"
2201.00074,"Ronald E. Robertson, Jon Green, Damian J. Ruck, Katherine Ognyanova,
  Christo Wilson, David Lazer","Ronald E. Robertson, Jon Green, Damian J. Ruck, Katherine Ognyanova,
  Christo Wilson, David Lazer"
2201.00075,"Vivek Subramanian, Dhanasekar Sundararaman","Vivek Subramanian, Dhanasekar Sundararaman"
2201.0008,"Xiaotong Chen, Seyed Mehdi Iranmanesh, Kuo-Chin Lien","Xiaotong Chen, Seyed Mehdi Iranmanesh, Kuo-Chin Lien"
2201.00083,"Zahra Ghadiri, Milad Ranjbar, Fakhteh Ghanbarnejad, Sadegh Raeisi","Zahra Ghadiri, Milad Ranjbar, Fakhteh Ghanbarnejad, Sadegh Raeisi"
2201.00084,"Taira Watanabe, Kensuke Tanioka, Satoru Hiwa, and Tomoyuki Hiroyasu","Taira Watanabe, Kensuke Tanioka, Satoru Hiwa,"
2201.00084,"Taira Watanabe, Kensuke Tanioka, Satoru Hiwa, and Tomoyuki Hiroyasu",Tomoyuki Hiroyasu
2201.00087,"Moo K. Chung, Shih-Gu Huang, Ian C. Carroll, Vince D. Calhoun, H. Hill
  Goldsmith","Moo K. Chung, Shih-Gu Huang, Ian C. Carroll, Vince D. Calhoun, H. Hill
  Goldsmith"
2201.00093,"Alex Sheng, Derek He","Alex Sheng, Derek He"
2201.00094,"Maksim Aizenshtein, Niklas Smal, Morgan McGuire","Maksim Aizenshtein, Niklas Smal, Morgan McGuire"
2201.00095,"Siddharth Chandrasekaran, Jeffrey Matthew Reginald, Wei Wang, Ting Zhu","Siddharth Chandrasekaran, Jeffrey Matthew Reginald, Wei Wang, Ting Zhu"
2201.00096,"Mohamed Amine Kerkouri, Marouane Tliba, Aladine Chetouani, Mohamed
  Sayeh","Mohamed Amine Kerkouri, Marouane Tliba, Aladine Chetouani, Mohamed
  Sayeh"
2201.00097,"Yexin Duan, Junhua Zou, Xingyu Zhou, Wu Zhang, Jin Zhang, Zhisong Pan","Yexin Duan, Junhua Zou, Xingyu Zhou, Wu Zhang, Jin Zhang, Zhisong Pan"
2201.00099,Muhammad Aitsam,Muhammad Aitsam
2201.001,"Xiaoqiang Wang, Lei Zhu, Siliang Tang, Huazhu Fu, Ping Li, Fei Wu, Yi
  Yang, Yueting Zhuang","Xiaoqiang Wang, Lei Zhu, Siliang Tang, Huazhu Fu, Ping Li, Fei Wu, Yi
  Yang, Yueting Zhuang"
2201.00101,"Di Wu, Tongxin Zhang, Yuan Zhong, Fanghua Jiang, Junfeng Li","Di Wu, Tongxin Zhang, Yuan Zhong, Fanghua Jiang, Junfeng Li"
2201.00103,"Peiliang Huang, Junwei Han, De Cheng, Dingwen Zhang","Peiliang Huang, Junwei Han, De Cheng, Dingwen Zhang"
2201.00107,"Pengfei Wang, Changxing Ding, Zhiyin Shao, Zhibin Hong, Shengli Zhang,
  Dacheng Tao","Pengfei Wang, Changxing Ding, Zhiyin Shao, Zhibin Hong, Shengli Zhang,
  Dacheng Tao"
2201.00111,"Eun Som Jeon, Anirudh Som, Ankita Shukla, Kristina Hasanaj, Matthew P.
  Buman, Pavan Turaga","Eun Som Jeon, Anirudh Som, Ankita Shukla, Kristina Hasanaj, Matthew P.
  Buman, Pavan Turaga"
2201.00112,"Andrew Luo, Tianqin Li, Wen-Hao Zhang, Tai Sing Lee","Andrew Luo, Tianqin Li, Wen-Hao Zhang, Tai Sing Lee"
2201.00115,"Thanh-Dat Nguyen, Thanh Le-Cong, ThanhVu H. Nguyen, Xuan-Bach D. Le,
  Quyet-Thang Huynh","Thanh-Dat Nguyen, Thanh Le-Cong, ThanhVu H. Nguyen, Xuan-Bach D. Le,
  Quyet-Thang Huynh"
2201.00117,"Thanh Le-Cong, Xuan Bach D. Le, Quyet-Thang Huynh, Phi-Le Nguyen","Thanh Le-Cong, Xuan Bach D. Le, Quyet-Thang Huynh, Phi-Le Nguyen"
2201.00118,"Duy-Hoa Ngo, Madonna Kemp, Donna Truran, Bevan Koopman, Alejandro
  Metke-Jimenez","Duy-Hoa Ngo, Madonna Kemp, Donna Truran, Bevan Koopman, Alejandro
  Metke-Jimenez"
2201.00122,"Xiaoyu Zhao, Jun Li, and Qinghua Guo","Xiaoyu Zhao, Jun Li,"
2201.00122,"Xiaoyu Zhao, Jun Li, and Qinghua Guo",Qinghua Guo
2201.00124,Nahian Ibn Hasan,Nahian Ibn Hasan
2201.00129,"Yuxing Wang, Tiantian Zhang, Yongzhe Chang, Bin Liang, Xueqian Wang,
  Bo Yuan","Yuxing Wang, Tiantian Zhang, Yongzhe Chang, Bin Liang, Xueqian Wang,
  Bo Yuan"
2201.00132,"Bao Hieu Tran, Thanh Le-Cong, Huu Manh Nguyen, Duc Anh Le, Thanh Hung
  Nguyen, Phi Le Nguyen","Bao Hieu Tran, Thanh Le-Cong, Huu Manh Nguyen, Duc Anh Le, Thanh Hung
  Nguyen, Phi Le Nguyen"
2201.00135,"Bharat Adsul, Milind Sohoni, K V Subrahmanyam","Bharat Adsul, Milind Sohoni, K V Subrahmanyam"
2201.00136,"Zi-Yi Dou, Nanyun Peng","Zi-Yi Dou, Nanyun Peng"
